FIPS,Recip_County,Recip_State,Series_Complete_Pop_Pct
11001,District of Columbia,DC,60.7
51095,James City County,VA,51.6
19181,Warren County,IA,54.4
2020,Anchorage Municipality,AK,57.3
26131,Ontonagon County,MI,66.1
37093,Hoke County,NC,29.9
40131,Rogers County,OK,42.3
48267,Kimble County,TX,40.8
31011,Boone County,NE,46.2
55071,Manitowoc County,WI,55.4
26023,Branch County,MI,41.4
56029,Park County,WY,42.2
46047,Fall River County,SD,56
8111,San Juan County,CO,88.5
51109,Louisa County,VA,40.5
19071,Fremont County,IA,47.4
13305,Wayne County,GA,31.9
13187,Lumpkin County,GA,11.9
16029,Caribou County,ID,34
26075,Jackson County,MI,48.7
36123,Yates County,NY,48.3
47095,Lake County,TN,31.9
30005,Blaine County,MT,74.7
53049,Pacific County,WA,51.1
42047,Elk County,PA,53.7
UNK,Unknown County,MD,0
36039,Greene County,NY,57.5
21025,Breathitt County,KY,47.4
6059,Orange County,CA,64.3
21205,Rowan County,KY,47
21121,Knox County,KY,33.4
37117,Martin County,NC,48.2
30075,Powder River County,MT,20.3
51115,Mathews County,VA,56.7
30035,Glacier County,MT,73.6
51760,Richmond city,VA,41
8059,Jefferson County,CO,70.7
45019,Charleston County,SC,59
40001,Adair County,OK,30.5
5007,Benton County,AR,47.1
40073,Kingfisher County,OK,42.9
5061,Howard County,AR,50.4
27025,Chisago County,MN,52
5123,St. Francis County,AR,45.7
27121,Pope County,MN,51.7
48077,Clay County,TX,40.8
36093,Schenectady County,NY,65.7
17147,Piatt County,IL,53
41053,Polk County,OR,58.4
13163,Jefferson County,GA,33.3
17029,Coles County,IL,41.6
51023,Botetourt County,VA,46.7
25021,Norfolk County,MA,70.3
27027,Clay County,MN,52.5
16061,Lewis County,ID,45.1
22031,De Soto Parish,LA,39
1109,Pike County,AL,38
41021,Gilliam County,OR,41.5
48009,Archer County,TX,44.2
20015,Butler County,KS,42.9
UNK,Unknown County,OH,0
6021,Glenn County,CA,48.8
26031,Cheboygan County,MI,52.6
51620,Franklin city,VA,36.7
42051,Fayette County,PA,54.7
22003,Allen Parish,LA,33.2
48263,Kent County,TX,36.4
13025,Brantley County,GA,13.3
1029,Cleburne County,AL,28.8
13129,Gordon County,GA,16.5
29167,Polk County,MO,36.3
20173,Sedgwick County,KS,46.4
29121,Macon County,MO,37.2
40041,Delaware County,OK,34.2
12075,Levy County,FL,42.9
48409,San Patricio County,TX,50.4
19073,Greene County,IA,53.9
16087,Washington County,ID,35.9
UNK,Unknown County,MT,0
12053,Hernando County,FL,50.2
13123,Gilmer County,GA,14.4
1113,Russell County,AL,35.2
17077,Jackson County,IL,47.6
12091,Okaloosa County,FL,53.7
13039,Camden County,GA,44.6
47101,Lewis County,TN,33.2
36101,Steuben County,NY,54.1
31069,Garden County,NE,42.6
39115,Morgan County,OH,38.4
39127,Perry County,OH,37.5
46135,Yankton County,SD,58.3
20093,Kearny County,KS,48
1025,Clarke County,AL,46.8
37053,Currituck County,NC,49.9
13175,Laurens County,GA,25.6
22039,Evangeline Parish,LA,34.9
21011,Bath County,KY,48.8
51530,Buena Vista city,VA,36.8
48325,Medina County,TX,50.2
8093,Park County,CO,44.1
48043,Brewster County,TX,51.7
13005,Bacon County,GA,13.5
48369,Parmer County,TX,36.8
29053,Cooper County,MO,40.3
17129,Menard County,IL,52.8
21235,Whitley County,KY,40.3
22041,Franklin Parish,LA,33.8
1063,Greene County,AL,46
13019,Berrien County,GA,18.9
51790,Staunton city,VA,46.3
40113,Osage County,OK,31.5
13031,Bulloch County,GA,27
48363,Palo Pinto County,TX,34.2
22005,Ascension Parish,LA,46
72127,San Juan Municipio,PR,68.5
17061,Greene County,IL,36.8
1041,Crenshaw County,AL,31.3
49019,Grand County,UT,60.3
31133,Pawnee County,NE,41
36069,Ontario County,NY,62.4
39067,Harrison County,OH,39.5
72101,Morovis Municipio,PR,64.4
UNK,Unknown County,VA,0
36089,St. Lawrence County,NY,55.6
56023,Lincoln County,WY,37.6
39137,Putnam County,OH,44.7
42001,Adams County,PA,51.1
13167,Johnson County,GA,16.3
51113,Madison County,VA,50.9
21175,Morgan County,KY,44.8
48231,Hunt County,TX,38.7
20157,Republic County,KS,48.3
26055,Grand Traverse County,MI,63.2
40043,Dewey County,OK,24
36053,Madison County,NY,56.2
17017,Cass County,IL,54.2
47175,Van Buren County,TN,53.6
53019,Ferry County,WA,50.5
20049,Elk County,KS,31.1
1045,Dale County,AL,48.8
46121,Todd County,SD,49.8
48047,Brooks County,TX,55.4
18063,Hendricks County,IN,66.1
72147,Vieques Municipio,PR,73.7
17123,Marshall County,IL,51.9
6069,San Benito County,CA,57.1
49017,Garfield County,UT,51.4
28083,Leflore County,MS,56.6
12123,Taylor County,FL,36.1
16071,Oneida County,ID,37.4
UNK,Unknown County,DE,0
41049,Morrow County,OR,49.8
36001,Albany County,NY,67.8
54015,Clay County,WV,24.1
4003,Cochise County,AZ,55.8
20209,Wyandotte County,KS,49.8
51640,Galax city,VA,37.1
54043,Lincoln County,WV,16.9
48293,Limestone County,TX,33.8
9005,Litchfield County,CT,70.1
31021,Burt County,NE,53.3
53039,Klickitat County,WA,44.4
26015,Barry County,MI,45.1
29037,Cass County,MO,46.4
17083,Jersey County,IL,51
38021,Dickey County,ND,48.8
45021,Cherokee County,SC,31.5
22127,Winn Parish,LA,41.3
38047,Logan County,ND,31.7
26009,Antrim County,MI,54.7
13213,Murray County,GA,16.8
5145,White County,AR,41
8007,Archuleta County,CO,53.5
48021,Bastrop County,TX,50.8
6033,Lake County,CA,53.9
6035,Lassen County,CA,34.5
54087,Roane County,WV,5.3
12101,Pasco County,FL,53.3
6081,San Mateo County,CA,74.1
20055,Finney County,KS,40.1
55013,Burnett County,WI,52.2
48121,Denton County,TX,55.6
21073,Franklin County,KY,55.1
48201,Harris County,TX,57.1
40021,Cherokee County,OK,41.8
40065,Jackson County,OK,48.8
17145,Perry County,IL,45
27023,Chippewa County,MN,48.5
22029,Concordia Parish,LA,37.1
33009,Grafton County,NH,68.8
21181,Nicholas County,KY,48.3
50023,Washington County,VT,41.9
51137,Orange County,VA,41.1
5035,Crittenden County,AR,39.1
19013,Black Hawk County,IA,55.1
16031,Cassia County,ID,32.3
18081,Johnson County,IN,53.8
27073,Lac qui Parle County,MN,54
48431,Sterling County,TX,35.8
27037,Dakota County,MN,62
12107,Putnam County,FL,37.1
48497,Wise County,TX,35.6
72007,Aguas Buenas Municipio,PR,66.5
51510,Alexandria city,VA,57.1
19149,Plymouth County,IA,48.4
40029,Coal County,OK,36.7
40075,Kiowa County,OK,47.8
37067,Forsyth County,NC,55.4
39131,Pike County,OH,40.2
48149,Fayette County,TX,45.9
31013,Box Butte County,NE,29.6
42049,Erie County,PA,55.4
4019,Pima County,AZ,60.7
12005,Bay County,FL,46.2
20073,Greenwood County,KS,45.9
27141,Sherburne County,MN,40.6
36091,Saratoga County,NY,72
29171,Putnam County,MO,30.9
30023,Deer Lodge County,MT,53.9
29225,Webster County,MO,39.7
31029,Chase County,NE,30.1
17041,Douglas County,IL,43.7
18101,Martin County,IN,46
26125,Oakland County,MI,61.9
48099,Coryell County,TX,43.1
55039,Fond du Lac County,WI,50.7
51720,Norton city,VA,31
21127,Lawrence County,KY,42.8
31025,Cass County,NE,53.8
42123,Warren County,PA,45.6
29097,Jasper County,MO,43.6
21087,Green County,KY,39.6
29109,Lawrence County,MO,35.1
29199,Scotland County,MO,24.4
22103,St. Tammany Parish,LA,52.3
55083,Oconto County,WI,48.9
22097,St. Landry Parish,LA,37.6
17197,Will County,IL,59.6
19035,Cherokee County,IA,49.7
51117,Mecklenburg County,VA,40.8
50017,Orange County,VT,47.2
30033,Garfield County,MT,18.2
34037,Sussex County,NJ,57.4
27113,Pennington County,MN,48.7
72065,Hatillo Municipio,PR,63.2
5133,Sevier County,AR,41.1
53055,San Juan County,WA,74.4
46017,Buffalo County,SD,50.7
20171,Scott County,KS,43.5
21029,Bullitt County,KY,40.7
55089,Ozaukee County,WI,65.2
28059,Jackson County,MS,42.1
5087,Madison County,AR,39.2
42059,Greene County,PA,44.3
17173,Shelby County,IL,38.1
31137,Phelps County,NE,35.9
1051,Elmore County,AL,39.5
26007,Alpena County,MI,52.2
13119,Franklin County,GA,15.4
22121,West Baton Rouge Parish,LA,49.4
47033,Crockett County,TN,44
26025,Calhoun County,MI,47.7
72143,Vega Alta Municipio,PR,60.6
40059,Harper County,OK,41.4
48387,Red River County,TX,38.3
51185,Tazewell County,VA,39.1
51003,Albemarle County,VA,60
29073,Gasconade County,MO,48.3
UNK,Unknown County,ME,0
24035,Queen Anne's County,MD,60.5
29055,Crawford County,MO,30.5
21035,Calloway County,KY,41.4
54003,Berkeley County,WV,31.4
40153,Woodward County,OK,35
47015,Cannon County,TN,29.3
37091,Hertford County,NC,42.8
54099,Wayne County,WV,31
41059,Umatilla County,OR,50.4
21015,Boone County,KY,55.2
42045,Delaware County,PA,66.8
21033,Caldwell County,KY,47.4
20161,Riley County,KS,34.7
72141,Utuado Municipio,PR,66.9
56041,Uinta County,WY,43.5
28073,Lamar County,MS,54.1
21065,Estill County,KY,46.6
16039,Elmore County,ID,39.3
20181,Sherman County,KS,40.2
47109,McNairy County,TN,44
51057,Essex County,VA,44.8
49055,Wayne County,UT,49.8
2110,Juneau City and Borough,AK,67.1
19113,Linn County,IA,60.7
39117,Morrow County,OH,38.1
13317,Wilkes County,GA,18.9
21081,Grant County,KY,43.9
48271,Kinney County,TX,45.2
36071,Orange County,NY,59.8
28013,Calhoun County,MS,39.7
48083,Coleman County,TX,34.3
6031,Kings County,CA,40
UNK,Unknown County,GA,0
13113,Fayette County,GA,35.7
5067,Jackson County,AR,34.9
13229,Pierce County,GA,25.3
19057,Des Moines County,IA,47.1
16017,Bonner County,ID,37.9
27033,Cottonwood County,MN,51.4
39143,Sandusky County,OH,48.6
37111,McDowell County,NC,47.9
21225,Union County,KY,37.4
55001,Adams County,WI,52.1
17131,Mercer County,IL,53.7
26165,Wexford County,MI,47.9
21159,Martin County,KY,51.2
51540,Charlottesville city,VA,48.2
48457,Tyler County,TX,33
51059,Fairfax County,VA,70
26087,Lapeer County,MI,43.9
55117,Sheboygan County,WI,56
47025,Claiborne County,TN,41.1
31111,Lincoln County,NE,29.1
42015,Bradford County,PA,39.3
37043,Clay County,NC,49.5
39107,Mercer County,OH,35.3
54029,Hancock County,WV,23.4
51017,Bath County,VA,41.6
48265,Kerr County,TX,47
56001,Albany County,WY,48.7
36019,Clinton County,NY,66.3
50019,Orleans County,VT,52.8
47105,Loudon County,TN,59.4
50021,Rutland County,VT,63.1
13215,Muscogee County,GA,33.3
31159,Seward County,NE,45.9
26001,Alcona County,MI,55.3
31019,Buffalo County,NE,37
35028,Los Alamos County,NM,76.7
53027,Grays Harbor County,WA,53.9
8103,Rio Blanco County,CO,35.5
42005,Armstrong County,PA,54.9
13015,Bartow County,GA,17.2
37115,Madison County,NC,51.7
48327,Menard County,TX,49.1
17099,LaSalle County,IL,52.9
35031,McKinley County,NM,73.2
18021,Clay County,IN,52.1
48499,Wood County,TX,39.7
29051,Cole County,MO,48.9
13097,Douglas County,GA,29.5
72073,Jayuya Municipio,PR,72.9
50007,Chittenden County,VT,65.7
19147,Palo Alto County,IA,47.1
45083,Spartanburg County,SC,40
39113,Montgomery County,OH,51
55047,Green Lake County,WI,51
28017,Chickasaw County,MS,44.7
48045,Briscoe County,TX,40.4
12117,Seminole County,FL,56.5
18131,Pulaski County,IN,41.8
18075,Jay County,IN,35.6
36103,Suffolk County,NY,68.6
29125,Maries County,MO,35.3
41063,Wallowa County,OR,55.3
38061,Mountrail County,ND,35.1
48461,Upton County,TX,36.8
38013,Burke County,ND,36.4
39101,Marion County,OH,43.9
72149,Villalba Municipio,PR,80.7
48197,Hardeman County,TX,43.2
20147,Phillips County,KS,40.7
13301,Warren County,GA,18.4
38069,Pierce County,ND,42.4
54019,Fayette County,WV,26.8
55051,Iron County,WI,62.4
20041,Dickinson County,KS,48.6
51740,Portsmouth city,VA,84.7
47035,Cumberland County,TN,43.8
23001,Androscoggin County,ME,62.8
40123,Pontotoc County,OK,47
40117,Pawnee County,OK,45.2
22051,Jefferson Parish,LA,59.6
29155,Pemiscot County,MO,27.6
5091,Miller County,AR,27.8
48177,Gonzales County,TX,45.6
48179,Gray County,TX,36.5
13177,Lee County,GA,19.3
19069,Franklin County,IA,49.8
18085,Kosciusko County,IN,37.8
18117,Orange County,IN,51.8
20011,Bourbon County,KS,34
27081,Lincoln County,MN,48.8
21123,Larue County,KY,40.1
31035,Clay County,NE,38.8
26119,Montmorency County,MI,51.6
47009,Blount County,TN,48.1
30045,Judith Basin County,MT,36.2
55063,La Crosse County,WI,62.4
18073,Jasper County,IN,43.3
39003,Allen County,OH,39.3
49015,Emery County,UT,40.6
37191,Wayne County,NC,46.3
28055,Issaquena County,MS,33.8
51093,Isle of Wight County,VA,46
32510,Carson City,NV,59
38005,Benson County,ND,46.9
20097,Kiowa County,KS,46.9
23007,Franklin County,ME,58.2
40101,Muskogee County,OK,46.1
20109,Logan County,KS,43
6115,Yuba County,CA,45.7
12049,Hardee County,FL,38.4
5137,Stone County,AR,33.9
22011,Beauregard Parish,LA,30.7
22045,Iberia Parish,LA,42.1
22099,St. Martin Parish,LA,37.1
27135,Roseau County,MN,47.9
UNK,Unknown County,WI,0
47085,Humphreys County,TN,38.5
35019,Guadalupe County,NM,63.7
13207,Monroe County,GA,13.3
40005,Atoka County,OK,32.5
51590,Danville city,VA,33.5
12065,Jefferson County,FL,55.2
8087,Morgan County,CO,42.5
6011,Colusa County,CA,52.8
72023,Cabo Rojo Municipio,PR,66
30105,Valley County,MT,42.1
4011,Greenlee County,AZ,38.8
27009,Benton County,MN,37.3
13091,Dodge County,GA,12.2
UNK,Unknown County,HI,0
48011,Armstrong County,TX,36.6
48233,Hutchinson County,TX,31.8
46035,Davison County,SD,53
13279,Toombs County,GA,21.8
48169,Garza County,TX,48
46091,Marshall County,SD,48.6
49011,Davis County,UT,57.6
22013,Bienville Parish,LA,43.6
55057,Juneau County,WI,48.1
48323,Maverick County,TX,72.7
47067,Hancock County,TN,30.2
2230,Skagway Municipality,AK,67.5
13233,Polk County,GA,16
31105,Kimball County,NE,32.7
45011,Barnwell County,SC,50.6
47165,Sumner County,TN,43.8
28119,Quitman County,MS,47.9
26145,Saginaw County,MI,49
55037,Florence County,WI,52.6
13013,Barrow County,GA,20.3
48417,Shackelford County,TX,33.7
24033,Prince George's County,MD,64.8
17125,Mason County,IL,49.1
8075,Logan County,CO,34.7
12043,Glades County,FL,30.9
39173,Wood County,OH,56.3
38001,Adams County,ND,45.6
8055,Huerfano County,CO,50.2
49013,Duchesne County,UT,38.5
28129,Smith County,MS,30.9
48453,Travis County,TX,62.9
53001,Adams County,WA,52.8
5129,Searcy County,AR,36.1
37029,Camden County,NC,52.2
18181,White County,IN,50.8
19131,Mitchell County,IA,45.6
20051,Ellis County,KS,45.5
66010,Guam,GU,58.9
48439,Tarrant County,TX,51.2
17127,Massac County,IL,36.2
46117,Stanley County,SD,54
12073,Leon County,FL,51.9
UNK,Unknown County,CT,0
29510,St. Louis city,MO,51.2
39027,Clinton County,OH,42.8
27117,Pipestone County,MN,50.1
24001,Allegany County,MD,50.5
8097,Pitkin County,CO,74.4
17007,Boone County,IL,54.5
12031,Duval County,FL,55.3
55129,Washburn County,WI,59.1
29221,Washington County,MO,28.8
48213,Henderson County,TX,35.8
21071,Floyd County,KY,53.4
47189,Wilson County,TN,48.3
13319,Wilkinson County,GA,23.4
72005,Aguadilla Municipio,PR,72.8
51015,Augusta County,VA,46.4
19111,Lee County,IA,47
31027,Cedar County,NE,38.3
29027,Callaway County,MO,43.2
55079,Milwaukee County,WI,57.1
28093,Marshall County,MS,48.5
29049,Clinton County,MO,43.5
49031,Piute County,UT,36
45087,Union County,SC,37.8
31073,Gosper County,NE,36.2
24013,Carroll County,MD,66.7
18123,Perry County,IN,52.8
22017,Caddo Parish,LA,44
1083,Limestone County,AL,33.6
18003,Allen County,IN,48.4
27013,Blue Earth County,MN,55.1
40091,McIntosh County,OK,50.7
6071,San Bernardino County,CA,50.5
72077,Juncos Municipio,PR,66.6
48307,McCulloch County,TX,35.3
42133,York County,PA,56.4
27157,Wabasha County,MN,67
48495,Winkler County,TX,35.2
41069,Wheeler County,OR,52.9
40147,Washington County,OK,39
46075,Jones County,SD,64.5
29065,Dent County,MO,29
48067,Cass County,TX,32.4
55009,Brown County,WI,58.5
42117,Tioga County,PA,40.8
28039,George County,MS,37
21125,Laurel County,KY,37.1
28001,Adams County,MS,49.4
47141,Putnam County,TN,47.3
40143,Tulsa County,OK,55.4
13045,Carroll County,GA,23.8
13289,Twiggs County,GA,14.5
45029,Colleton County,SC,44
5051,Garland County,AR,41.6
13247,Rockdale County,GA,19.5
48107,Crosby County,TX,41.1
22105,Tangipahoa Parish,LA,42.1
13087,Decatur County,GA,39.5
31121,Merrick County,NE,39.8
31049,Deuel County,NE,31.2
47149,Rutherford County,TN,48.5
39035,Cuyahoga County,OH,58.3
21141,Logan County,KY,47
31007,Banner County,NE,27.9
39045,Fairfield County,OH,51.7
30017,Custer County,MT,40.3
54095,Tyler County,WV,19.3
49029,Morgan County,UT,45.8
18029,Dearborn County,IN,56.3
49005,Cache County,UT,49.8
39071,Highland County,OH,34.5
54071,Pendleton County,WV,38.3
12095,Orange County,FL,62.6
13069,Coffee County,GA,28.3
8117,Summit County,CO,77.4
19163,Scott County,IA,54.5
21039,Carlisle County,KY,38
20103,Leavenworth County,KS,54.7
47053,Gibson County,TN,41.3
32015,Lander County,NV,35.6
38011,Bowman County,ND,36.4
72115,Quebradillas Municipio,PR,75.1
47051,Franklin County,TN,37.6
8115,Sedgwick County,CO,47.6
48383,Reagan County,TX,37
48367,Parker County,TX,41.5
31091,Hooker County,NE,39.3
21051,Clay County,KY,40.4
46123,Tripp County,SD,41.3
8099,Prowers County,CO,38.9
51630,Fredericksburg city,VA,38.1
48305,Lynn County,TX,35.5
5023,Cleburne County,AR,40.6
24009,Calvert County,MD,62.3
21099,Hart County,KY,32.5
54049,Marion County,WV,9.3
39063,Hancock County,OH,46.6
44007,Providence County,RI,63.5
20177,Shawnee County,KS,55.6
19045,Clinton County,IA,50.1
16083,Twin Falls County,ID,41.1
19169,Story County,IA,57.6
8101,Pueblo County,CO,50.9
28125,Sharkey County,MS,50.2
13269,Taylor County,GA,29.5
46025,Clark County,SD,46.5
38009,Bottineau County,ND,45.4
39011,Auglaize County,OH,36.3
29071,Franklin County,MO,50.5
18019,Clark County,IN,55.7
29163,Pike County,MO,35.1
56003,Big Horn County,WY,34
31099,Kearney County,NE,43.3
30037,Golden Valley County,MT,41.7
48221,Hood County,TX,44.5
27115,Pine County,MN,44.6
47147,Robertson County,TN,47.7
48421,Sherman County,TX,30.9
47037,Davidson County,TN,58.9
UNK,Unknown County,PR,0
72103,Naguabo Municipio,PR,57.6
2158,Kusilvak Census Area,AK,59.4
48283,La Salle County,TX,57.5
37019,Brunswick County,NC,56.7
48155,Foard County,TX,39.7
40007,Beaver County,OK,28.4
29179,Reynolds County,MO,24.2
28157,Wilkinson County,MS,58.7
5113,Polk County,AR,32.3
51775,Salem city,VA,46.7
24037,St. Mary's County,MD,61.3
48405,San Augustine County,TX,37.3
5047,Franklin County,AR,45.1
27047,Freeborn County,MN,52.3
20057,Ford County,KS,38.5
27043,Faribault County,MN,53.1
46051,Grant County,SD,44
51037,Charlotte County,VA,37.1
48311,McMullen County,TX,42.5
51678,Lexington city,VA,38.9
51197,Wythe County,VA,36.2
48075,Childress County,TX,43.6
53045,Mason County,WA,55.1
30093,Silver Bow County,MT,57.2
48207,Haskell County,TX,34
5135,Sharp County,AR,35.6
42023,Cameron County,PA,55.9
20169,Saline County,KS,45.5
17069,Hardin County,IL,36.6
5085,Lonoke County,AR,43.4
39125,Paulding County,OH,39.3
30001,Beaverhead County,MT,50.4
47017,Carroll County,TN,44.2
12059,Holmes County,FL,26.8
72137,Toa Baja Municipio,PR,69.7
20023,Cheyenne County,KS,41.6
46083,Lincoln County,SD,51.5
22079,Rapides Parish,LA,45.1
39023,Clark County,OH,47.2
48279,Lamb County,TX,38.4
1001,Autauga County,AL,36.5
48437,Swisher County,TX,36.6
53061,Snohomish County,WA,62.8
17137,Morgan County,IL,50
50013,Grand Isle County,VT,72.6
39081,Jefferson County,OH,45.7
26033,Chippewa County,MI,64.8
35011,De Baca County,NM,46.1
29089,Howard County,MO,40.3
45057,Lancaster County,SC,40.8
48015,Austin County,TX,43.5
17015,Carroll County,IL,57.6
6063,Plumas County,CA,0
30011,Carter County,MT,28.4
27127,Redwood County,MN,49.3
47031,Coffee County,TN,42.1
42071,Lancaster County,PA,58.9
30109,Wibaux County,MT,26
48347,Nacogdoches County,TX,41.3
72011,Anasco Municipio,PR,68.9
31079,Hall County,NE,42.9
1027,Clay County,AL,39
8051,Gunnison County,CO,63.6
13201,Miller County,GA,23.3
38079,Rolette County,ND,55.5
42089,Monroe County,PA,56.6
53059,Skamania County,WA,35.6
13235,Pulaski County,GA,15.8
42105,Potter County,PA,31.5
37197,Yadkin County,NC,45.3
48101,Cottle County,TX,31.4
16059,Lemhi County,ID,41.8
22075,Plaquemines Parish,LA,55.9
24045,Wicomico County,MD,50.3
27055,Houston County,MN,55.9
12035,Flagler County,FL,58.5
26065,Ingham County,MI,53
12047,Hamilton County,FL,33.2
5141,Van Buren County,AR,39.4
18119,Owen County,IN,39.7
13267,Tattnall County,GA,14.8
8109,Saguache County,CO,32.8
5021,Clay County,AR,42.2
13265,Taliaferro County,GA,22.7
40151,Woods County,OK,38.1
13271,Telfair County,GA,18.6
22057,Lafourche Parish,LA,40.9
20185,Stafford County,KS,41.9
31009,Blaine County,NE,24.3
47071,Hardin County,TN,37.5
72009,Aibonito Municipio,PR,81.4
72121,Sabana Grande Municipio,PR,75.4
48053,Burnet County,TX,47.7
17199,Williamson County,IL,50.3
1111,Randolph County,AL,30.9
37181,Vance County,NC,50.8
28121,Rankin County,MS,47.5
29219,Warren County,MO,38.7
16011,Bingham County,ID,39.8
51007,Amelia County,VA,33.7
72039,Ciales Municipio,PR,75.2
55023,Crawford County,WI,53.4
72129,San Lorenzo Municipio,PR,69
42013,Blair County,PA,46.9
48001,Anderson County,TX,36.2
19167,Sioux County,IA,38.8
UNK,Unknown County,CA,0
5077,Lee County,AR,30.4
48003,Andrews County,TX,40.3
35023,Hidalgo County,NM,53.7
20061,Geary County,KS,59.9
37077,Granville County,NC,55.9
48381,Randall County,TX,42.1
13145,Harris County,GA,21.5
46109,Roberts County,SD,62.7
36009,Cattaraugus County,NY,50.7
53015,Cowlitz County,WA,54.1
19065,Fayette County,IA,50.8
40015,Caddo County,OK,57.9
UNK,Unknown County,DC,0
55101,Racine County,WI,54.7
51153,Prince William County,VA,64.6
29079,Grundy County,MO,32.8
37055,Dare County,NC,68.8
1057,Fayette County,AL,31.7
5059,Hot Spring County,AR,39.5
21001,Adair County,KY,35.4
8019,Clear Creek County,CO,45.5
47181,Wayne County,TN,38.1
39055,Geauga County,OH,56.2
18083,Knox County,IN,46.5
48485,Wichita County,TX,47.6
53023,Garfield County,WA,36.7
29111,Lewis County,MO,31.7
55043,Grant County,WI,50.7
40037,Creek County,OK,39.6
48159,Franklin County,TX,33.3
UNK,Unknown County,AZ,0
6101,Sutter County,CA,52.9
18039,Elkhart County,IN,39.1
46059,Hand County,SD,43.9
37003,Alexander County,NC,41.3
26139,Ottawa County,MI,53.1
31161,Sheridan County,NE,29.1
29105,Laclede County,MO,34.2
42053,Forest County,PA,69.3
39141,Ross County,OH,46.3
47087,Jackson County,TN,31.4
42041,Cumberland County,PA,64.1
6085,Santa Clara County,CA,76.6
48319,Mason County,TX,44
46089,McPherson County,SD,13
54069,Ohio County,WV,13.1
51075,Goochland County,VA,62.2
55029,Door County,WI,72.5
20065,Graham County,KS,67.4
27133,Rock County,MN,49.6
48503,Young County,TX,37.9
56007,Carbon County,WY,40.4
17021,Christian County,IL,43.5
22001,Acadia Parish,LA,48.6
48061,Cameron County,TX,66.1
28067,Jones County,MS,39.3
55111,Sauk County,WI,57.6
47163,Sullivan County,TN,51.8
22125,West Feliciana Parish,LA,82.8
47139,Polk County,TN,39.1
47089,Jefferson County,TN,46.3
38051,McIntosh County,ND,40.4
31131,Otoe County,NE,50.9
30057,Madison County,MT,41.5
35059,Union County,NM,42.4
42025,Carbon County,PA,58.9
19117,Lucas County,IA,42.6
27075,Lake County,MN,61.5
13153,Houston County,GA,36.9
5121,Randolph County,AR,36.6
46105,Perkins County,SD,30.3
12041,Gilchrist County,FL,33.5
72037,Ceiba Municipio,PR,67.3
27159,Wadena County,MN,45.5
45051,Horry County,SC,52.2
17037,DeKalb County,IL,50.8
13009,Baldwin County,GA,15.5
12057,Hillsborough County,FL,55.6
1021,Chilton County,AL,32
16049,Idaho County,ID,27.3
30031,Gallatin County,MT,53.4
33001,Belknap County,NH,57.3
24031,Montgomery County,MD,78.3
28149,Warren County,MS,52.7
48281,Lampasas County,TX,42.6
40077,Latimer County,OK,31.4
37015,Bertie County,NC,46.1
33007,Coos County,NH,59.2
47113,Madison County,TN,50.2
46077,Kingsbury County,SD,60.7
19075,Grundy County,IA,57.7
22043,Grant Parish,LA,38.9
48245,Jefferson County,TX,45.7
6023,Humboldt County,CA,59.3
21203,Rockcastle County,KY,36
21189,Owsley County,KY,42.7
21079,Garrard County,KY,43.8
21003,Allen County,KY,36.3
28085,Lincoln County,MS,35.4
38089,Stark County,ND,33
72019,Barranquitas Municipio,PR,65.6
48397,Rockwall County,TX,52.6
21077,Gallatin County,KY,37.4
49053,Washington County,UT,46.2
27151,Swift County,MN,52.8
2013,Aleutians East Borough,AK,69.6
UNK,Unknown County,SD,0
29181,Ripley County,MO,26.6
34015,Gloucester County,NJ,55.7
27079,Le Sueur County,MN,43.7
39051,Fulton County,OH,48.4
17033,Crawford County,IL,44.9
55067,Langlade County,WI,50.1
35017,Grant County,NM,62.9
23005,Cumberland County,ME,78.8
45025,Chesterfield County,SC,33.3
20119,Meade County,KS,36.8
35039,Rio Arriba County,NM,69.8
48153,Floyd County,TX,41.8
72075,Juana Diaz Municipio,PR,65.5
72045,Comerio Municipio,PR,61.3
42121,Venango County,PA,41
47187,Williamson County,TN,60
5095,Monroe County,AR,50.7
72097,Mayaguez Municipio,PR,71.9
45023,Chester County,SC,41.7
1089,Madison County,AL,54.8
27039,Dodge County,MN,54.3
47063,Hamblen County,TN,39.2
50005,Caledonia County,VT,32.8
21107,Hopkins County,KY,47
21017,Bourbon County,KY,51.4
12133,Washington County,FL,29.7
40105,Nowata County,OK,38.2
13199,Meriwether County,GA,25.3
53053,Pierce County,WA,57.5
48033,Borden County,TX,31.7
27085,McLeod County,MN,52.6
55099,Price County,WI,57.3
4025,Yavapai County,AZ,42
UNK,Unknown County,FM,0
18095,Madison County,IN,48.3
22115,Vernon Parish,LA,47.3
28075,Lauderdale County,MS,46.5
27045,Fillmore County,MN,63
30065,Musselshell County,MT,31.8
48249,Jim Wells County,TX,49.3
21023,Bracken County,KY,42.9
17087,Johnson County,IL,45
37103,Jones County,NC,46.5
20019,Chautauqua County,KS,37.8
37035,Catawba County,NC,50.1
37119,Mecklenburg County,NC,55.9
51065,Fluvanna County,VA,57.6
36049,Lewis County,NY,47.7
46033,Custer County,SD,47
31097,Johnson County,NE,50.1
1103,Morgan County,AL,39.7
48019,Bandera County,TX,42.2
17085,Jo Daviess County,IL,71.6
27153,Todd County,MN,38.4
26113,Missaukee County,MI,44.3
19021,Buena Vista County,IA,61.9
6005,Amador County,CA,50.7
27093,Meeker County,MN,43.3
72113,Ponce Municipio,PR,78.1
